"","tract_geoid10","access"
"564",53053060500,49421.391347837
"565",53053060700,70728.231416801
"566",53053061500,82963.2674418605
"567",53053073200,0
"568",53053073119,0
"569",53053073113,0
"570",53053073118,0
"571",53053073125,815.150199933356
"572",53053073124,0
"573",53053073108,226.373484236055
"574",53053073116,0
"575",53053070401,83.8133268005879
"576",53053071210,492.679599499374
"577",53053071209,4325
"578",53053071207,19489.3211223694
"579",53053071206,14399.3158506465
"580",53053071307,9705.5397828233
"581",53053071304,17703.7843907035
"582",53053071208,18062.7194335567
"583",53053073110,1641.52720918622
"584",53053070404,0
"585",53053073111,6655.16292639138
"586",53053073120,8394.79315238602
"587",53053071310,0
"588",53053073122,685.240450267577
"589",53053073123,0
"590",53053070403,0
"591",53053073121,3114.58816568047
"592",53053073126,1579
"593",53053073301,1647.59662387902
"594",53053073500,6463.52156205079
"595",53053070703,10210.4408216498
"596",53053940003,6456.96299734748
"597",53053940009,3591.41230068337
"598",53053940010,9792.16380272261
"599",53053071205,100.317799219873
"600",53053073408,14729.467138293
"601",53053073407,34092.3236192062
"602",53053073302,6471.27489027489
"603",53053073406,5925.24431009957
"604",53053073404,20341.2972665148
"605",53053073405,16157.5115089514
"606",53053070100,0
"607",53053070205,0
"608",53053070311,0
"609",53053070309,0
"610",53053070310,0
"611",53053070312,1291.11084191399
"612",53053070203,0
"613",53053070204,0
"614",53053070206,0
"615",53053070307,0
"616",53053070315,2321.51177139146
"617",53053070314,423.708307880269
"618",53053070313,0
"619",53053070308,222.674342105263
"620",53053061601,106487.235226621
"621",53053061400,94647.0713557594
"622",53053061602,117982.870346598
"623",53053061900,90778.7684210526
"624",53053062500,81681.4739118304
"625",53061050700,34667.6164845758
"626",53061052206,0
"627",53061050300,29711.5777211503
"628",53061050200,12883.0714450867
"629",53061051602,47727.4828675577
"630",53061050101,31006.6260518344
"631",53061041201,56233.0868957809
"632",53061052004,17718.5243557511
"633",53061051300,27019.1914837692
"634",53061050402,47897.2754283631
"635",53061051913,10196.6923076923
"636",53061051702,52034.2486464808
"637",53061051905,37496.4348060927
"638",53061041704,31584.9796025105
"639",53061051701,78950.5381526104
"640",53061051400,76019.3255898367
"641",53061051802,59812.792664892
"642",53061051601,44282.4203721841
"643",53061051927,22596.9527612574
"644",53061051928,28391.9198113208
"645",53061051922,10436.4239569314
"646",53061051915,11717.1460741811
"647",53061050102,55062.0665562914
"648",53061051803,87929.7169496665
"649",53061051804,69637.3244680851
"650",53061051921,14587.7968483816
"651",53061051923,21126.6727670036
"652",53061051916,21324.4159231297
"653",53061052804,13656.8726770467
"654",53061041811,93274.1106412967
"655",53061041812,108356.079433092
"656",53061041901,85751.7678065369
"657",53061042004,61144.008066228
"658",53061051500,77652.3506839581
"659",53061050401,47269.6064770717
"660",53061041703,23928.2092487325
"661",53061041809,92236.3177035259
"662",53061041810,115845.368986007
"663",53061041608,6606.1882212495
"664",53061052701,0
"665",53061051000,54386.6843618668
"666",53061052906,8453.49891774892
"667",53061052905,31888.1560429518
"668",53061051100,43876.9744944853
"669",53061040500,34790.7852858856
"670",53061041400,50030.6297571896
"671",53061053700,0
"672",53061052203,2297.106
"673",53061042003,22234.0598802395
"674",53061041904,79190.2013007123
"675",53061053504,4678.24241573034
"676",53061052107,0
"677",53061052502,6073.08243929983
"678",53061052105,457.395474667978
"679",53061053508,4988.24126984127
"680",53061053801,0
"681",53061052108,0
"682",53061940001,630.584639953542
"683",53061053202,0
"684",53061940002,0
"685",53061052401,8300.96822194199
"686",53061052503,4669.30863539446
"687",53061052504,2043.31373989713
"688",53061053505,0
"689",53061052607,0
"690",53061041606,14465.0229660763
"691",53061053506,0
"692",53061053302,0
"693",53061053101,0
"694",53061053802,0
"695",53061053102,940.356608478803
"696",53061050600,5257.61106840892
"697",53061053803,0
"698",53061040100,37315.9434470377
"699",53061052603,2209.11009843237
"700",53061052605,2076.13905133203
"701",53061051925,21643.1710368054
"702",53061041000,70140.9686604585
"703",53061050800,45378.3317119096
"704",53061052208,4302.08787947957
"705",53061052904,7585.13407420685
"706",53061041301,20289.4138827023
"707",53061052709,1837.01945080092
"708",53061052118,7510.62643445389
"709",53061041806,37662.0665876777
"710",53061041303,68430.3101997897
"711",53061041304,41777.3989200135
"712",53061050500,36656.7661393758
"713",53061050900,73466.7197395679
"714",53061041202,71916.4326497129
"715",53061041903,61206.5927534265
"716",53061041805,55438.3982812758
"717",53061041100,76069.2508375209
"718",53061053201,0
"719",53061053603,0
"720",53061051200,41876.0500330615
"721",53061052806,7540.54414414414
"722",53061052805,21539.5726359068
"723",53061052209,7533.70845070423
"724",53061052803,11886.6867311793
"725",53061052207,0
"726",53061040200,44069.8323680824
"727",53061052301,61.99352433281
"728",53061053400,0
"729",53061041701,35435.6171969046
"730",53061052005,14606.4194275802
"731",53061053602,0
"732",53061040300,40157.1970731707
"733",53061040400,44426.3294445853
"734",53061052112,0
"735",53061041605,4403.65045784654
"736",53061051918,22997.8760995695
"737",53061052606,0
"738",53061042001,10957.4292659212
"739",53061052903,31588.773622538
"740",53061052707,1257.39726962457
"741",53061052604,5045.29368182754
"742",53061052114,7361.22780893444
"743",53061052706,2285.7722940776
"744",53061052402,6607.39701930125
"745",53061041601,3942.86305323926
"746",53061052302,387.255267025968
"747",53061051924,22866.3295515937
"748",53061040900,39904.2864338482
"749",53061053509,11475.1809931938
"750",53061052007,13426.7099945385
"751",53061051926,5334.35733720298
"752",53061053301,1431.56276800237
"753",53061052104,191.435693450013
"754",53061041808,43153.2649920797
"755",53061040700,70745.5309333333
"756",53061040800,55793.5355972595
"757",53061042005,15837.1764599202
"758",53061042006,10012.5525123558
"759",53061041905,82237.7279913762
"760",53061052705,4708.20324427481
"761",53061053604,0
"762",53061052708,4789.61199779857
"763",53061041500,18287.2749307479
"764",53061041607,0
"765",53061052204,4906.79134632576
"766",53061052003,8311.71476052497
"767",53061052115,9211.48733997155
"768",53061052006,14719
"769",53061053507,564.75014470384
"770",53053072901,521
"771",53053072905,0
"772",53053072907,109.756517796418
